City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
691,Kimbe,PG,-5.5502,150.1429,88.48,58,93,3.44,overcast clouds
692,Utiel,ES,39.5667,-1.2,43.03,79,75,5.21,broken clouds
693,Itapirapua,BR,-15.8233,-50.6133,77.86,64,88,2.48,overcast clouds
694,Antofagasta,CL,-23.65,-70.4,61.88,80,32,4.94,scattered clouds
695,Kapuskasing,CA,49.4169,-82.4331,10.49,85,90,14.97,light snow
696,Ekimchan,RU,53.0667,132.9667,5.22,96,63,2.71,broken clouds
697,Chicama,PE,-7.8447,-79.1469,63.14,81,70,7.16,broken clouds
698,Dourbali,TD,11.8091,15.8632,74.39,14,7,8.63,clear sky
699,Limoeiro,BR,-7.8747,-35.4503,80.83,84,43,5.44,scattered clouds
700,Calamar,CO,10.2511,-74.9146,82.35,90,88,5.86,overcast clouds
701,Barra Patuca,HN,15.8,-84.2833,77.14,82,86,8.39,overcast clouds
702,Arlit,NE,18.7369,7.3853,75.96,23,2,11.12,clear sky
703,Kjollefjord,NO,70.9457,27.3465,13.82,62,0,14.97,clear sky
704,Jamame,SO,0.0722,42.7506,78.03,89,84,7.99,broken clouds
705,Mocuba,MZ,-16.8392,36.9856,71.19,94,100,5.12,light rain
